Time,Vmax,Vvert,Altitude,Error,ThrustSet,MaxAccUp
116.883,188.68,93.03,5355.27,95.59,0,6.76
117.003,188.21,93.1,5344.1,95.04,0,6.77
117.123,187.76,93.18,5332.92,94.5,0,6.78
117.243,187.27,93.25,5321.74,93.94,0,6.78
117.363,186.9,93.33,5310.54,93.52,0,6.79
117.483,186.6,93.4,5299.34,93.14,0,6.79
117.603,186.22,93.48,5288.12,92.68,0,6.8
117.723,185.94,93.56,5276.9,92.36,0,6.81
117.843,185.72,93.64,5265.67,92.02,0,6.81
117.963,185.29,93.71,5254.42,91.52,0,6.82
118.083,184.93,93.79,5243.17,91.07,0,6.82
118.203,184.57,93.86,5231.91,90.66,0,6.83
118.323,184.37,93.94,5220.64,90.4,0,6.84
118.443,184.15,94.01,5209.36,90.07,0,6.84
118.563,183.74,94.09,5198.08,89.59,0,6.85
118.683,183.33,94.16,5186.78,89.09,0,6.85
118.803,182.9,94.24,5175.47,88.6,0,6.86
118.923,182.52,94.32,5164.16,88.13,0,6.86
119.043,182.09,94.39,5152.84,87.63,0,6.87
119.163,181.57,94.47,5141.5,86.99,0,6.88
119.283,180.9,94.55,5130.16,86.24,0,6.88
119.403,180.35,94.62,5118.81,85.64,0,6.89
119.523,179.92,94.7,5107.45,85.16,0,6.89
119.643,179.49,94.77,5096.08,84.64,0,6.9
119.763,179.04,94.85,5084.7,84.12,0,6.91
119.883,178.73,94.93,5073.31,83.77,0,6.91
120.003,178.61,94.99,5061.92,83.61,0,6.92
120.123,178.61,95.08,5050.51,83.71,0,6.92
120.243,179.68,95.15,5039.09,84.7,0,6.93
120.363,180.64,95.23,5027.67,85.53,0,6.94
120.483,181.38,95.31,5016.24,86.2,0,6.94
120.603,182.12,95.38,5004.79,86.84,0,6.95
120.723,182.77,95.46,4993.34,87.41,0,6.95
120.843,183.3,95.53,4981.88,87.86,0,6.96
120.963,184.03,95.61,4970.41,88.58,0,6.96
121.083,185,95.68,4958.93,89.46,0,6.97
121.203,185.85,95.76,4947.44,90.23,0,6.98
121.323,186.61,95.84,4935.95,90.87,0,6.98
121.443,187.11,95.92,4924.44,91.27,0,6.99
121.563,187.51,95.99,4912.92,91.58,0,6.99
121.683,187.9,96.07,4901.4,91.92,0,7
121.803,188.28,96.14,4889.87,92.19,0,7
121.923,188.63,96.2,4878.32,92.46,0,7.01
122.043,188.91,96.29,4866.77,92.65,0,7.02
122.163,189.11,96.38,4855.21,92.78,0,7.02
122.283,189.3,96.44,4843.64,92.86,0,7.03
122.403,189.35,96.51,4832.06,92.83,0,7.03
122.523,189.36,96.59,4820.47,92.76,0,7.04
122.643,189.33,96.68,4808.88,92.65,0,7.05
122.763,189.23,96.75,4797.27,92.47,0,7.05
122.883,189.03,96.83,4785.65,92.16,0,7.06
123.003,188.71,96.9,4774.03,91.77,0,7.06
123.123,188.45,96.98,4762.4,91.43,0,7.07
123.243,188.16,97.06,4750.75,91.07,0,7.07
123.363,187.91,97.12,4739.1,90.71,0,7.08
123.483,187.43,97.2,4727.44,90.14,0,7.09
123.603,186.88,97.28,4715.77,89.51,0,7.09
123.723,186.31,97.35,4704.09,88.87,0,7.1
123.843,185.83,97.42,4692.4,88.3,0,7.1
123.963,185.22,97.5,4680.7,87.61,0,7.11
124.083,184.71,97.58,4669,87.05,0,7.11
124.203,184.52,97.65,4657.28,86.83,0,7.12
124.323,184.23,97.73,4645.56,86.43,0,7.13
124.443,183.88,97.82,4633.82,85.99,0,7.13
124.563,183.36,97.89,4622.08,85.38,0,7.14
124.683,182.78,97.96,4610.33,84.73,0,7.14
124.803,182.31,98.05,4598.56,84.21,0,7.15
124.923,181.81,98.12,4586.79,83.56,0,7.16
125.043,181.04,98.19,4575.01,82.74,0,7.16
125.163,180.36,98.27,4563.22,82,0,7.17
125.283,179.73,98.35,4551.43,81.29,0,7.17
125.403,179.2,98.42,4539.62,80.71,0,7.18
125.523,178.89,98.51,4527.8,80.35,0,7.19
125.643,178.68,98.58,4515.98,80.06,0,7.19
125.763,178.37,98.65,4504.14,79.65,0,7.2
125.883,177.87,98.73,4492.3,79.03,0,7.2
126.003,177.13,98.8,4480.45,78.2,0,7.21
126.123,176.26,98.88,4468.58,77.21,0,7.21
126.243,175.19,98.96,4456.71,76.05,0,7.22
126.363,173.93,99.03,4444.83,74.69,0,7.22
126.483,172.53,99.1,4432.94,73.15,0,7.23
126.603,171.03,99.18,4421.04,71.59,0,7.24
126.723,170.07,99.26,4409.14,70.81,0,7.24
126.843,170.04,99.33,4397.22,70.69,0,7.25
126.963,169.9,99.41,4385.29,70.46,0,7.25
127.083,169.65,99.48,4373.36,70.13,0,7.26
127.203,169.46,99.56,4361.41,69.89,0,7.26
127.323,169.5,99.64,4349.46,69.88,0,7.27
127.443,169.55,99.71,4337.5,69.83,0,7.28
127.563,169.5,99.79,4325.53,69.72,0,7.28
127.683,169.59,99.87,4313.54,69.74,0,7.29
127.803,169.58,99.94,4301.55,69.61,0,7.29
127.923,169.37,100.02,4289.56,69.31,0,7.3
128.043,169.18,100.1,4277.55,69.06,0,7.31
128.163,169,100.17,4265.53,68.79,0,7.31
128.283,168.78,100.25,4253.5,68.5,0,7.32
128.403,168.62,100.33,4241.47,68.26,0,7.32
128.523,168.5,100.41,4229.42,68.1,0,7.33
128.643,168.59,100.48,4217.37,68.12,0,7.33
128.763,168.58,100.56,4205.3,68,0,7.34
128.883,168.5,100.63,4193.23,67.86,0,7.35
129.003,168.49,100.71,4181.15,67.78,0,7.35
129.123,168.48,100.79,4169.06,67.69,0,7.36
129.243,168.37,100.87,4156.96,67.48,0,7.36
129.363,168.24,100.94,4144.85,67.27,0,7.37
129.483,168.05,101.02,4132.73,67,0,7.38
129.603,167.87,101.09,4120.6,66.73,0,7.38
129.723,167.67,101.17,4108.46,66.5,0,7.39
129.843,167.66,101.24,4096.32,66.41,0,7.39
129.963,167.64,101.32,4084.16,66.31,0,7.4
130.083,167.56,101.4,4072,66.17,0,7.4
130.203,167.63,101.47,4059.82,66.17,0,7.41
130.323,167.57,101.54,4047.64,65.99,0,7.41
130.443,167.45,101.63,4035.45,65.82,0,7.42
130.563,167.43,101.69,4023.25,65.71,0,7.43
130.683,167.38,101.78,4011.04,65.59,0,7.43
130.803,167.29,101.85,3998.82,65.41,0,7.44
130.923,167.18,101.93,3986.59,65.23,0,7.44
131.043,167.17,102.01,3974.35,65.18,0,7.45
131.163,167.3,102.08,3962.1,65.22,0,7.45
131.283,167.3,102.16,3949.85,65.11,0,7.46
131.403,167.11,102.24,3937.58,64.83,0,7.47
131.523,166.84,102.32,3925.31,64.49,0,7.47
131.643,166.64,102.39,3913.02,64.23,0,7.48
131.763,166.5,102.46,3900.73,63.99,0,7.48
131.883,166.13,102.54,3888.43,63.52,0,7.49
132.003,165.78,102.62,3876.12,63.12,0,7.49
132.123,165.44,102.69,3863.8,62.68,0,7.5
132.243,165.02,102.77,3851.47,62.18,0,7.51
132.363,164.57,102.85,3839.13,61.64,0,7.51
132.483,164.06,102.92,3826.78,61.05,0,7.52
132.603,163.58,103,3814.43,60.53,0,7.52
132.723,163.23,103.08,3802.06,60.08,0,7.53
132.843,162.81,103.15,3789.69,59.62,0,7.53
132.963,162.32,103.23,3777.3,59.01,0,7.54
133.083,161.83,103.3,3764.91,58.44,0,7.55
133.203,161.38,103.38,3752.51,57.95,0,7.55
133.323,161.14,103.46,3740.09,57.65,0,7.56
133.443,160.81,103.53,3727.67,57.21,0,7.56
133.563,160.5,103.61,3715.24,56.86,0,7.57
133.683,160.22,103.68,3702.8,56.49,0,7.57
133.803,159.98,103.76,3690.36,56.17,0,7.58
133.923,159.61,103.84,3677.9,55.71,0,7.59
134.043,159.13,103.92,3665.43,55.12,0,7.59
134.163,158.58,103.99,3652.96,54.52,0,7.6
134.283,158.18,104.07,3640.47,54.04,0,7.6
134.403,157.61,104.14,3627.98,53.36,0,7.61
134.523,156.92,104.22,3615.48,52.57,0,7.61
134.643,156.24,104.29,3602.96,51.84,1,7.62
134.763,155.52,104.33,3590.44,51.05,5,7.63
134.883,154.84,104.38,3577.92,50.35,8,7.63
135.003,154.09,104.37,3565.39,49.61,10,7.64
135.123,153.43,104.32,3552.87,49.02,12,7.65
135.243,152.81,104.28,3540.36,48.4,13,7.65
135.363,151.98,104.21,3527.85,47.65,15,7.66
135.483,151.11,104.12,3515.35,46.86,18,7.67
135.603,150.24,104.01,3502.87,46.11,20,7.68
135.723,149.37,103.86,3490.4,45.39,21,7.69
135.843,148.44,103.7,3477.95,44.62,23,7.7
135.963,147.58,103.53,3465.52,43.94,25,7.7
136.083,146.83,103.33,3453.12,43.43,26,7.71
136.203,146.22,103.12,3440.73,43.02,25,7.72
136.323,145.54,102.91,3428.38,42.53,25,7.73
136.443,144.72,102.72,3416.05,41.92,27,7.74
136.563,144.03,102.5,3403.74,41.45,28,7.75
136.683,143.28,102.27,3391.46,40.92,29,7.76
136.803,142.48,102.03,3379.21,40.34,30,7.78
136.923,141.66,101.78,3366.99,39.8,32,7.79
137.043,140.95,101.51,3354.8,39.36,32,7.8
137.163,140.14,101.24,3342.64,38.83,33,7.81
137.283,139.48,100.96,3330.52,38.48,34,7.82
137.403,138.9,100.66,3318.43,38.19,33,7.83
137.523,138.38,100.37,3306.38,37.97,33,7.84
137.643,137.81,100.09,3294.36,37.66,33,7.86
137.763,137.2,99.82,3282.37,37.33,33,7.87
137.883,136.52,99.52,3270.42,36.93,34,7.88
138.003,135.84,99.23,3258.5,36.56,36,7.89
138.123,135.22,98.91,3246.62,36.24,36,7.91
138.243,134.44,98.59,3234.78,35.77,37,7.92
138.363,133.63,98.27,3222.98,35.29,39,7.93
138.483,132.95,97.91,3211.22,35,40,7.95
138.603,132.38,97.56,3199.5,34.77,39,7.96
138.723,131.69,97.2,3187.83,34.45,40,7.98
138.843,131.11,96.84,3176.19,34.23,40,7.99
138.963,130.45,96.49,3164.6,33.9,40,8
139.083,129.76,96.12,3153.06,33.62,41,8.02
139.203,129.36,95.73,3141.56,33.62,41,8.03
139.323,128.92,95.38,3130.1,33.5,39,8.05
139.443,128.22,95.02,3118.69,33.15,41,8.06
139.563,127.5,94.66,3107.32,32.8,42,8.08
139.683,126.85,94.27,3095.99,32.54,43,8.1
139.803,126.04,93.88,3084.72,32.07,44,8.11
139.923,125.11,93.47,3073.49,31.55,47,8.13
140.043,124.23,93.03,3062.31,31.13,48,8.15
140.163,123.46,92.59,3051.19,30.84,49,8.16
140.283,122.89,92.12,3040.12,30.76,48,8.18
140.403,122.38,91.67,3029.1,30.7,47,8.2
140.523,121.79,91.23,3018.14,30.51,46,8.22
140.643,121.06,90.8,3007.23,30.21,47,8.23
140.763,120.41,90.35,2996.38,30.02,48,8.25
140.883,119.69,89.9,2985.58,29.75,49,8.27
141.003,119.05,89.44,2974.83,29.59,49,8.29
141.123,118.43,88.98,2964.14,29.42,49,8.31
141.243,117.74,88.51,2953.5,29.21,50,8.33
141.363,117.17,88.04,2942.92,29.12,49,8.35
141.483,116.67,87.57,2932.4,29.09,49,8.37
141.603,116.1,87.11,2921.93,28.97,49,8.39
141.723,115.6,86.65,2911.52,28.95,49,8.41
141.843,115.05,86.19,2901.17,28.83,48,8.43
141.963,114.32,85.73,2890.87,28.53,50,8.45
142.083,113.46,85.26,2880.62,28.14,52,8.47
142.203,112.59,84.76,2870.44,27.76,53,8.49
142.323,111.62,84.24,2860.31,27.32,55,8.51
142.443,110.82,83.7,2850.25,27.09,56,8.54
142.563,110.13,83.15,2840.26,26.94,55,8.56
142.683,109.29,82.6,2830.33,26.64,56,8.58
142.803,108.45,82.05,2820.47,26.35,57,8.61
142.923,107.53,81.49,2810.67,25.99,58,8.63
143.043,106.66,80.91,2800.95,25.73,59,8.66
143.163,105.96,80.32,2791.29,25.62,58,8.68
143.283,105.28,79.74,2781.7,25.52,58,8.71
143.403,104.57,79.16,2772.19,25.43,58,8.73
143.523,104.12,78.58,2762.74,25.55,56,8.76
143.643,103.6,78.03,2753.36,25.58,55,8.78
143.763,103.1,77.48,2744.05,25.64,55,8.81
143.883,102.67,76.94,2734.8,25.74,54,8.84
144.003,102.05,76.4,2725.62,25.61,54,8.86
144.123,101.25,75.87,2716.5,25.35,56,8.89
144.243,100.54,75.32,2707.45,25.21,57,8.92
144.363,99.89,74.74,2698.46,25.14,57,8.95
144.483,99.32,74.17,2689.54,25.16,57,8.98
144.603,98.79,73.59,2680.7,25.18,56,9
144.723,98.13,73.03,2671.92,25.08,56,9.03
144.843,97.45,72.46,2663.21,24.97,57,9.06
144.963,96.86,71.88,2654.56,25,57,9.09
145.083,96.38,71.3,2645.99,25.08,56,9.12
145.203,95.77,70.74,2637.49,25.02,56,9.15
145.323,95.14,70.17,2629.05,24.97,57,9.19
145.443,94.58,69.59,2620.69,25,56,9.22
145.563,94.09,69.01,2612.39,25.1,56,9.25
145.683,93.67,68.45,2604.16,25.25,55,9.28
145.803,93.28,67.89,2596,25.43,54,9.32
145.923,92.9,67.34,2587.9,25.57,53,9.35
146.043,92.42,66.8,2579.87,25.62,53,9.38
146.163,91.9,66.27,2571.9,25.62,53,9.41
146.283,91.33,65.73,2564,25.61,54,9.45
146.403,90.84,65.17,2556.16,25.68,54,9.49
146.523,90.37,64.63,2548.39,25.75,53,9.52
146.643,89.78,64.08,2540.69,25.69,54,9.56
146.763,89.09,63.52,2533.05,25.55,55,9.59
146.883,88.33,62.96,2525.48,25.34,56,9.63
147.003,87.62,62.36,2517.98,25.26,57,9.67
147.123,87.14,61.76,2510.56,25.4,56,9.71
147.243,86.73,61.16,2503.2,25.6,55,9.74
147.363,86.31,60.59,2495.91,25.73,54,9.78
147.483,85.73,60.03,2488.7,25.68,54,9.82
147.603,84.93,59.47,2481.54,25.41,55,9.86
147.723,84.03,58.88,2474.46,25.12,58,9.91
147.843,83.28,58.26,2467.46,25.02,58,9.95
147.963,82.72,57.62,2460.52,25.13,58,9.99
148.083,82.41,57,2453.67,25.48,55,10.03
148.203,82.28,56.4,2446.88,25.96,52,10.08
148.323,82.07,55.84,2440.17,26.26,50,10.12
148.443,81.64,55.31,2433.52,26.33,50,10.17
148.563,81.07,54.78,2426.93,26.27,51,10.21
148.683,80.38,54.23,2420.41,26.12,53,10.25
148.803,79.57,53.67,2413.95,25.86,55,10.3
148.923,78.73,53.06,2407.57,25.64,56,10.35
149.043,77.98,52.43,2401.26,25.53,57,10.4
149.163,77.29,51.8,2395.03,25.47,57,10.45
149.283,76.61,51.16,2388.87,25.46,57,10.5
149.403,76.03,50.51,2382.79,25.53,56,10.55
149.523,75.54,49.88,2376.79,25.69,55,10.61
149.643,74.97,49.26,2370.87,25.71,54,10.66
149.763,74.25,48.64,2365.01,25.59,55,10.71
149.883,73.46,48.01,2359.24,25.42,56,10.77
150.003,72.63,47.36,2353.54,25.24,57,10.82
150.123,71.8,46.7,2347.92,25.07,58,10.88
150.243,70.94,46.01,2342.38,24.91,59,10.94
150.363,70.08,45.31,2336.92,24.74,60,11
150.483,69.2,44.6,2331.55,24.58,60,11.07
150.603,68.36,43.88,2326.27,24.47,61,11.13
150.723,67.55,43.15,2321.08,24.4,61,11.2
150.843,66.79,42.41,2315.97,24.38,60,11.26
150.963,66.05,41.68,2310.95,24.37,60,11.33
151.083,65.28,40.94,2306.02,24.32,60,11.4
151.203,64.47,40.21,2301.17,24.24,60,11.47
151.323,63.62,39.47,2296.42,24.14,60,11.54
151.443,62.85,38.72,2291.76,24.13,60,11.62
151.563,62.1,37.97,2287.18,24.13,60,11.7
151.683,61.31,37.2,2282.7,24.09,60,11.78
151.803,60.5,36.45,2278.31,24.05,60,11.86
151.923,59.7,35.68,2274.01,24.02,60,11.94
152.043,58.93,34.9,2269.8,24.04,60,12.03
152.163,58.2,34.11,2265.69,24.1,60,12.12
152.283,57.51,33.34,2261.67,24.18,59,12.22
152.403,56.83,32.58,2257.74,24.27,59,12.31
152.523,56.14,31.79,2253.91,24.36,59,12.41
152.643,55.47,31.02,2250.17,24.46,58,12.51
152.763,54.8,30.24,2246.52,24.58,58,12.61
152.883,54.19,29.48,2242.96,24.74,57,12.72
153.003,53.62,28.72,2239.5,24.94,57,12.83
153.123,53.07,27.95,2236.13,25.17,56,12.95
153.243,52.59,27.2,2232.85,25.43,55,13.07
153.363,52.11,26.45,2229.66,25.7,54,13.19
153.483,51.66,25.72,2226.56,25.98,53,13.32
153.603,51.22,25,2223.54,26.28,52,13.45
153.723,50.8,24.29,2220.62,26.56,51,13.59
153.843,50.39,23.59,2217.77,26.85,50,13.73
153.963,49.99,22.89,2215.01,27.15,50,13.89
154.083,49.6,22.18,2212.34,27.47,49,14.04
154.203,49.24,21.5,2209.75,27.79,48,14.21
154.323,48.91,20.83,2207.24,28.14,47,14.37
154.443,48.6,20.16,2204.81,28.51,46,14.55
154.563,48.33,19.5,2202.46,28.89,45,14.74
154.683,48.07,18.85,2200.19,29.27,44,14.93
154.803,47.77,18.21,2197.99,29.62,43,15.14
154.923,47.49,17.58,2195.88,29.97,43,15.36
155.043,47.24,16.95,2193.83,30.35,42,15.58
155.163,47.01,16.32,2191.87,30.75,41,15.82
155.283,46.82,15.72,2189.98,31.17,40,16.07
155.403,46.64,15.11,2188.16,31.6,39,16.34
155.523,46.5,14.53,2186.42,32.04,38,16.62
155.643,46.39,13.96,2184.74,32.5,37,16.92
155.763,46.27,13.38,2183.13,32.98,36,17.25
155.883,46.22,12.84,2181.59,33.46,34,17.58
156.003,46.2,12.3,2180.12,33.97,33,17.94
156.123,46.18,11.78,2178.71,34.5,32,18.33
156.243,46.22,11.28,2177.36,35.02,31,18.73
156.363,46.26,10.79,2176.08,35.56,30,19.16
156.483,46.33,10.31,2174.84,36.12,28,19.64
156.603,46.47,9.86,2173.67,36.71,27,20.15
156.723,46.65,9.44,2172.54,37.31,25,20.69
156.843,46.86,9.04,2171.47,37.92,24,21.28
156.963,47.1,8.66,2170.45,38.51,22,21.89
157.083,47.3,8.31,59.08,39.09,21,22.58
157.203,47.53,7.98,58.2,39.68,21,23.3
157.323,47.85,7.64,57.28,40.29,19,24.04
157.443,48.16,7.34,56.38,40.91,18,24.83
157.563,48.5,7.04,55.53,41.58,17,25.72
157.683,48.91,6.76,54.71,42.24,15,26.6
157.803,49.29,6.52,53.93,42.89,14,27.54
157.923,49.68,6.3,53.19,43.49,12,28.46
158.043,50.06,6.13,52.47,44.01,11,29.36
158.163,50.41,5.98,51.77,44.55,11,30.34
158.283,50.78,5.84,51.1,45.02,10,31.24
158.403,51.14,5.72,50.45,45.47,9,32.15
158.523,51.42,5.59,49.81,45.91,9,33.08
158.643,51.73,5.48,49.19,46.32,9,33.98
158.763,51.97,5.34,48.59,46.72,8,34.91
158.883,52.21,5.25,48.01,47.01,7,35.73
159.003,52.4,5.19,47.42,47.24,7,36.49
159.123,52.53,5.12,46.85,47.43,6,37.23
159.243,52.59,5.04,46.29,47.58,7,37.93
159.363,52.68,4.96,45.73,47.71,7,38.55
